word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
BLUE,yellow,0,up,2,5,37,7,,,,,,,,,120.11050300003262,120.11050300003262,up,1,0.548740399943199,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
GREEN,green,1,down,2,6,38,14,,,,,,,,,121.16167280002264,121.16167280002264,down,1,0.5965362999704666,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
GREEN,blue,0,right,2,7,39,13,,,,,,,,,122.27716820000205,122.27716820000205,right,1,1.3186052999808453,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
BLUE,green,0,down,2,8,40,4,,,,,,,,,124.12670690001687,124.12670690001687,down,1,0.9048350999946706,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
YELLOW,red,0,left,2,9,41,10,,,,,,,,,125.54432420001831,125.54432420001831,left,1,0.948124399932567,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,red,1,left,2,10,42,0,,,,,,,,,126.99275260005379,126.99275260005379,left,1,0.7474773999419995,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
YELLOW,green,0,down,2,11,43,9,,,,,,,,,128.2422209000215,128.2422209000215,down,1,0.8962654999340884,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,yellow,0,up,2,12,44,2,,,,,,,,,129.64381860004505,129.64381860004505,up,1,1.3190438999445178,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,blue,0,right,2,13,45,3,,,,,,,,,131.49157980002929,131.49157980002929,right,1,0.8911703999619931,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
BLUE,red,0,left,2,14,46,5,,,,,,,,,132.89202720002504,132.89202720002504,left,1,0.6358723999583162,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
YELLOW,blue,0,right,2,15,47,11,,,,,,,,,134.0581076000235,134.0581076000235,right,1,0.5947737999376841,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
,,,,,,,,,,,,,,,,,,,,,134.67475370003376,134.80121400003554,135.30596580001293,135.30596580001293,3.0,10.946048900019377,146.12356130004628,149.12222090002615,,,,,,,
